dealYear,dealMonth,dealDay,umdNm,aptNm,buildYear,excluUseAr,deposit,monthlyRent,contractType,floor,jibun,aptSeq
2020,1,16,청당동,산운마을,2009,39.58,"1,858",12, ,15,604,44131-846
2020,1,15,신부동,대림한들,1995,98.44,"2,000",65, ,14,545,44131-60
2020,1,3,신부동,신부 디 이스트,2018,74.95,"29,000",0, ,3,986,44131-980
2020,1,22,청당동,청당마을신도브래뉴,2006,84.57,"1,000",60,신규,11,436,44131-805
2020,1,25,다가동,주공4단지,1986,61.77,300,20, ,4,30,44131-38
2020,1,16,용곡동,용곡마을아이파크,2006,84.771,"3,500",50, ,2,334,44131-806
2020,1,31,목천읍 신계리,천안목천협성엠파이어,2013,39.82,"1,500",25, ,8,127-2,44131-891
2020,1,3,목천읍 신계리,천안목천동우1차,1997,39.95,300,30, ,12,422,44131-76
2020,1,14,신부동,신부 디 이스트,2018,74.95,"15,000",0, ,6,986,44131-980
2020,1,15,청당동,청당동한양수자인블루시티,2018,73.9323,"22,000",0, ,13,978,44131-977
2020,1,16,청당동,산운마을,2009,39.63,"1,858",12, ,3,604,44131-846
2020,1,16,청당동,청당동한양수자인블루시티,2018,84.7795,"23,000",0, ,14,978,44131-977
2020,1,12,용곡동,용곡동일하이빌하이씨티3단지,2015,84.9495,"2,000",70, ,7,605,44131-925
2020,1,17,청당동,산운마을,2009,46.66,"2,849",14, ,7,604,44131-846
2020,1,3,신방동,초원그린타운,1998,39.27,"1,000",30, ,15,920,44131-81
2020,1,22,병천면 가전리,신한,1997,38.64,"1,857",10, ,2,68-3,44131-97
2020,1,10,목천읍 응원리,세광엔리치빌1차,2001,84.1819,"1,000",50, ,4,66-14,44131-93
2020,1,21,신부동,신부 디 이스트,2018,74.95,"24,500",0, ,25,986,44131-980
2020,1,17,목천읍 신계리,연합초원,1994,53.82,500,35, ,2,166-22,44131-77
2020,1,22,청당동,청당동한양수자인블루시티,2018,84.7795,"25,000",0, ,17,978,44131-977
2020,1,22,청당동,청당마을신도브래뉴,2006,84.57,"1,000",60,신규,11,436,44131-805
2020,1,31,신방동,초원그린타운,1998,39.27,300,30, ,14,920,44131-81
2020,1,1,안서동,안서코아루,2018,51.382,"1,000",60,신규,14,546,44131-984
2020,1,20,청당동,청당마을신도브래뉴,2006,112.161,"16,000",0, ,1,436,44131-805
2020,1,19,신부동,스카이타워,2014,19.065,300,40, ,10,451-8,44131-898
2020,1,4,청당동,청당마을벽산블루밍,2007,84.967,"17,000",0, ,10,440,44131-814
2020,1,18,쌍용동,임광,1996,59.76,"8,500",0, ,2,553-1,44131-34
2020,1,18,다가동,아트빌,2004,39.78,300,20, ,10,27-2,44131-82
2020,1,17,신방동,초원그린타운,1998,39.27,300,25, ,9,920,44131-81
2020,1,29,신방동,초원그린타운,1998,39.27,300,33, ,15,920,44131-81
2020,1,30,청당동,중흥S클래스산운마을,2009,84.825,"15,576",0, ,16,606,44131-845
2020,1,13,청당동,청당동한양수자인블루시티,2018,84.7795,"24,000",0, ,23,978,44131-977
2020,1,31,신방동,신방푸르지오,2009,84.9576,"2,000",55, ,1,1911,44131-837
2020,1,21,신부동,대림한숲,1995,84.978,"15,000",0, ,15,672,44131-61
2020,1,31,신방동,향촌현대,1997,59.84,"1,000",50, ,14,905,44131-47
2020,1,18,신방동,삼일원앙,1997,30.82,"4,300",0, ,3,902,44131-42
2020,1,17,신방동,성지새말2,1997,59.97,"1,000",50, ,5,874,44131-44
2020,1,30,목천읍 신계리,목천신도브래뉴2차,2005,84.81,"14,000",0, ,2,166-36,44131-785
2020,1,4,신부동,우방유쉘(905),2007,132.463,"22,000",0, ,3,905,44131-817
2020,1,29,청당동,행정타운두산위브더파크,2018,84.971,"25,000",0, ,7,980,44131-979
2020,1,11,신방동,향촌현대,1997,74.79,"2,000",60, ,6,905,44131-47
2020,1,5,신부동,동아태조,1995,59.97,"12,500",0, ,8,541,44131-63
2020,1,11,청당동,우미린,2010,121.6626,"29,000",0, ,13,456,44131-853
2020,1,17,청당동,청당동한양수자인블루시티,2018,73.9323,"18,000",0, ,19,978,44131-977
2020,1,11,봉명동,봉서산아이파크,2018,84.992,"25,000",0, ,13,513,44131-988
2020,1,14,원성동,평화,1989,108.72,500,40, ,2,595-1,44131-21
2020,1,10,구성동,신성천안미소지움,2006,59.846,"1,500",50, ,2,259,44131-791
2020,1,21,청당동,청당마을신도브래뉴,2006,84.773,"15,000",0, ,11,436,44131-805
2020,1,17,신부동,경남아너스빌,2000,84.516,"1,500",55, ,15,85,44131-68
2020,1,10,용곡동,용곡마을아이파크,2006,84.771,"15,000",0, ,2,334,44131-806
2020,1,20,신부동,힐스테이트천안신부,2017,59.3721,"2,000",70, ,17,978,44131-966
2020,1,17,구성동,쌍용,1990,69.59,"1,000",30, ,1,293-21,44131-51
2020,1,28,안서동,동보스타빌,1996,24.18,"4,000",0, ,4,304-1,44131-91
2020,1,4,청당동,청당동한양수자인블루시티,2018,73.9323,"3,500",58, ,17,978,44131-977
2020,1,18,구성동,신성천안미소지움,2006,59.589,"2,000",50, ,13,259,44131-791
2020,1,17,신부동,신부 디 이스트,2018,74.95,"24,000",0, ,16,986,44131-980
2020,1,17,목천읍 응원리,세광엔리치빌1차,2001,84.1819,"10,000",0, ,7,66-14,44131-93
2020,1,4,봉명동,봉서산아이파크,2018,84.992,"26,000",0, ,19,513,44131-988
2020,1,15,신방동,천안신방행복주택,2018,36.25,"4,980",7, ,3,1892,44131-986
2020,1,19,신부동,방죽안휴먼시아,2009,84.77,"2,000",80, ,11,970,44131-843
2020,1,20,영성동,영성펜타폴리스25,2017,59.678,"8,971",0, ,8,67-2,44131-968
2020,1,7,신방동,한라동백2,1998,74.47,"14,000",0, ,15,909,44131-46
2020,1,7,청당동,한양수자인,2011,84.9668,"24,000",0,신규,21,458,44131-854
2020,1,4,신방동,삼일원앙,1997,30.82,"4,500",0, ,13,902,44131-42
2020,1,29,신부동,신부 디 이스트,2018,59.93,"21,000",0, ,8,986,44131-980
2020,1,31,신부동,스카이타워,2014,21.08,"2,000",30, ,9,451-8,44131-898
2020,1,6,봉명동,봉명청솔(3차),2001,56.34,"3,000",30, ,14,494,44131-87
2020,1,21,신방동,초원그린타운,1998,39.27,"5,000",0, ,5,920,44131-81
2020,1,1,원성동,메가시티2,2016,25.6109,"2,000",40, ,9,582-1,44131-938
2020,1,7,신부동,신부 디 이스트,2018,84.97,"28,000",0, ,11,986,44131-980
2020,1,11,신부동,신부동극동아파트,1990,54.39,"1,000",40, ,7,56-20,44131-58
2020,1,21,다가동,일봉산해피트리,2017,84.9553,"20,000",0, ,3,578,44131-970
2020,1,30,신부동,힐스테이트천안신부,2017,84.9845,"2,000",70, ,4,978,44131-966
2020,1,11,신부동,신부 디 이스트,2018,84.97,"26,500",0, ,4,986,44131-980
2020,1,6,신방동,두레현대2,1997,59.995,"12,500",0, ,20,897,44131-41
2020,1,27,신방동,초원그린타운,1998,39.27,"6,000",0, ,4,920,44131-81
2020,1,8,용곡동,용곡한라비발디,2010,161.2055,"5,000",100, ,15,596,44131-851
2020,1,18,봉명동,봉명청솔(3차),2001,56.34,"1,000",40, ,7,494,44131-87
2020,1,6,청당동,청수 포레나(FORENA),2015,86.7592,"26,000",0, ,21,466,44131-923
2020,1,16,목천읍 신계리,목천신도브래뉴2차,2005,84.81,"1,500",0, ,8,166-36,44131-785
2020,1,17,신방동,초원그린타운,1998,39.27,300,30, ,13,920,44131-81
2020,1,13,청당동,청당동한양수자인블루시티,2018,73.9323,"20,000",0, ,21,978,44131-977
2020,1,29,용곡동,용곡한라비발디,2010,116.5367,"3,000",90, ,3,596,44131-851
2020,1,7,신방동,두레현대1,1997,71.682,"13,300",0, ,6,895,44131-40
2020,1,4,신부동,청광플러스원,2006,84.5821,"1,000",65, ,6,889-1,44131-802
2020,1,12,용곡동,용곡마을아이파크,2006,128.596,"18,500",0, ,12,334,44131-806
2020,1,19,신부동,신부 디 이스트,2018,74.88,"24,500",0, ,18,986,44131-980
2020,1,17,신방동,초원그린타운,1998,39.27,"6,000",0, ,4,920,44131-81
2020,1,31,청당동,청수 포레나(FORENA),2015,86.7592,"28,500",0, ,11,466,44131-923
2020,1,30,안서동,안서금호어울림,2009,84.969,"18,000",0, ,6,365-3,44131-840
2020,1,4,신방동,신방한성필하우스,2010,108.2645,"18,000",0, ,17,1557,44131-850
2020,1,29,목천읍 신계리,천안목천동우1차,1997,39.95,200,20, ,5,422,44131-76
2020,1,11,봉명동,봉서산아이파크,2018,84.992,"24,000",0, ,4,513,44131-988
2020,1,22,영성동,영성펜타폴리스25,2017,59.3119,"8,971",0, ,6,67-2,44131-968
2020,1,2,다가동,일봉산해피트리,2017,84.9553,"2,000",70, ,3,578,44131-970
2020,1,9,봉명동,대우목화(6차),1990,58.905,"1,500",30, ,6,212-2,44131-26
2020,1,11,목천읍 삼성리,원앙마을부영1차,1999,49.92,"1,000",25, ,9,9-12,44131-95
2020,1,17,용곡동,용곡1차세광엔리치타워,2005,84.9742,"1,000",65, ,2,571,44131-779
2020,1,21,안서동,동보스타빌,1996,24.18,"4,500",0, ,3,304-1,44131-91
2020,1,28,신방동,초원그린타운,1998,39.27,500,30, ,2,920,44131-81
2020,1,27,다가동,활림3차크로바,1995,59.94,500,45, ,8,381-1,44131-39
2020,1,7,청당동,중흥S클래스산운마을,2009,84.994,"2,000",70, ,5,606,44131-845
2020,1,10,다가동,신성,1990,75.56,"1,000",40, ,4,440-10,44131-37
2020,1,22,목천읍 신계리,목천신도브래뉴1차,2004,84.98,"11,000",0, ,2,103-4,44131-83
2020,1,22,청당동,산운마을,2009,39.58,"1,858",12, ,8,604,44131-846
2020,1,18,신부동,스카이타워,2014,21.08,300,45, ,16,451-8,44131-898
2020,1,23,목천읍 삼성리,원앙마을부영1차,1999,59.76,500,40, ,9,9-12,44131-95
2020,1,28,신방동,신방푸르지오,2009,84.9576,"17,000",0, ,3,1911,44131-837
2020,1,18,신방동,신방한라비발디,2009,117.5041,"19,000",0, ,7,1893,44131-842
2020,1,3,신방동,신방한라비발디,2009,84.965,"19,000",0, ,6,1893,44131-842
2020,1,11,신방동,신방한성필하우스,2010,108.2578,"25,000",0, ,14,1557,44131-850
2020,1,22,청당동,우미린,2010,151.4864,"30,000",0, ,7,456,44131-853
2020,1,11,신방동,초원그린타운,1998,39.27,"1,000",20, ,15,920,44131-81
2020,1,16,청당동,산운마을,2009,39.58,"1,858",12, ,10,604,44131-846
2020,1,21,영성동,영성펜타폴리스25,2017,59.7953,"8,971",0, ,6,67-2,44131-968
2020,1,16,신부동,힐스테이트천안신부,2017,59.3721,"1,000",70, ,15,978,44131-966
2020,1,22,영성동,영성펜타폴리스25,2017,59.3837,"8,971",0, ,5,67-2,44131-968
2020,1,8,신방동,초원그린타운,1998,39.27,"5,000",0, ,6,920,44131-81
2020,1,4,신부동,방죽안휴먼시아,2009,59.57,"20,000",0, ,12,970,44131-843
2020,1,20,신방동,신방한성필하우스,2010,148.7913,"3,000",80, ,2,1557,44131-850
2020,1,31,봉명동,봉명청솔(3차),2001,56.34,"1,000",40, ,13,494,44131-87
2020,1,10,목천읍 신계리,목천이수프라임,2000,55.1,"2,000",0, ,12,134-3,44131-92
2020,1,29,신방동,초원그린타운,1998,39.27,300,30, ,8,920,44131-81
2020,1,10,안서동,안서금호어울림,2009,84.969,"2,000",75, ,18,365-3,44131-840
2020,1,22,청수동,극동2차,1992,84.81,"10,000",0, ,13,183,44131-55
2020,1,29,청당동,한양수자인,2011,84.9468,"2,000",70, ,20,458,44131-854
2020,1,23,청수동,극동1차,1992,72.88,"1,000",50, ,4,209,44131-54
2020,1,3,목천읍 신계리,천안목천동우1차,1997,39.95,"3,000",0, ,5,422,44131-76
2020,1,6,청수동,극동1차,1992,84.81,"10,000",0, ,15,209,44131-54
2020,1,6,청수동,극동1차,1992,84.81,"10,000",0, ,15,209,44131-54
2020,1,29,신방동,한라동백2,1998,59.94,"1,000",50, ,2,909,44131-46
2020,1,31,목천읍 신계리,목천신도브래뉴2차,2005,59.86,"11,500",0, ,3,166-36,44131-785
2020,1,10,신부동,스카이타워,2014,19.065,"2,500",25, ,11,451-8,44131-898
2020,1,21,청당동,버들마을,2009,33.24,"1,363",10, ,6,472,44131-844
2020,1,10,신방동,초원그린타운,1998,39.27,500,33, ,12,920,44131-81
2020,1,4,신방동,초원그린타운,1998,39.27,"1,000",25, ,15,920,44131-81
2020,1,28,다가동,주공4단지,1986,46.74,500,28, ,2,30,44131-38
2020,1,20,영성동,영성펜타폴리스25,2017,59.3837,"8,971",0, ,19,67-2,44131-968
2020,1,19,청당동,청당동한양수자인블루시티,2018,73.9323,"22,000",0, ,15,978,44131-977
2020,1,17,신부동,스카이타워,2014,19.065,500,40, ,12,451-8,44131-898
2020,1,30,신방동,삼일원앙,1997,28.12,200,25, ,12,902,44131-42
2020,1,18,신방동,성지새말2,1997,59.97,"2,000",40, ,3,874,44131-44
2020,1,11,신방동,초원그린타운,1998,39.27,300,33, ,14,920,44131-81
2020,1,22,신방동,초원그린타운,1998,39.27,500,35, ,6,920,44131-81
2020,1,17,봉명동,봉서산아이파크,2018,59.9479,"4,000",40, ,17,513,44131-988
2020,1,22,청당동,청당코오롱하늘채,2019,59.9189,"2,000",65, ,15,992,44131-1002
2020,1,15,봉명동,봉명청솔(3차),2001,56.34,500,45, ,2,494,44131-87
2020,1,21,청당동,청당마을벽산블루밍,2007,143.308,"5,000",60, ,8,440,44131-814
2020,1,15,목천읍 신계리,목천이수프라임,2000,39.68,300,25, ,11,134-3,44131-92
2020,1,15,용곡동,용곡동우림필유,2009,120.197,"23,500",0, ,4,595,44131-841
2020,1,13,쌍용동,임광,1996,59.76,"1,500",45, ,14,553-1,44131-34
2020,1,29,용곡동,용곡1차세광엔리치타워,2005,183.5826,"22,000",0, ,12,571,44131-779
2020,1,14,신방동,초원그린타운,1998,39.27,500,30, ,7,920,44131-81
2020,1,7,청당동,한양수자인,2011,84.9344,"12,000",0, ,12,458,44131-854
2020,1,5,용곡동,용곡동일하이빌하이씨티4단지,2015,84.9495,"2,000",75, ,16,609,44131-926
2020,1,3,신방동,한라동백2,1998,59.94,"1,000",50, ,22,909,44131-46
2020,1,31,신부동,힐스테이트천안신부,2017,74.9512,"22,000",0, ,5,978,44131-966
2020,1,11,신부동,스카이타워,2014,21.08,"2,000",30, ,12,451-8,44131-898
2020,1,2,신부동,대림한숲,1995,84.978,"1,000",65, ,4,672,44131-61
2020,1,7,청당동,한양수자인,2011,84.9344,"12,000",0, ,12,458,44131-854
2020,1,8,봉명동,봉서산아이파크,2018,84.992,"1,500",75, ,3,513,44131-988
2020,1,2,청당동,한양수자인,2011,84.9468,"2,000",80, ,20,458,44131-854
2020,1,21,병천면 가전리,신한,1997,42.54,"1,198",8, ,2,68-3,44131-97
2020,1,13,다가동,일봉산해피트리,2017,84.9458,"3,000",60, ,4,578,44131-970
2020,1,15,신방동,신방한라비발디,2009,84.9928,"17,000",0, ,6,1893,44131-842
2020,1,28,신부동,경남아너스빌,2000,84.516,"10,000",10, ,1,85,44131-68
2020,1,16,신부동,신부 디 이스트,2018,59.93,"2,000",70, ,18,986,44131-980
2020,1,31,목천읍 삼성리,원앙마을부영1차,1999,59.76,"8,500",0, ,10,9-12,44131-95
2020,1,29,문화동,RyujinVill(71-0),2012,28.08,"5,000",0, ,6,71,44131-872
2020,1,7,목천읍 삼성리,원앙마을부영1차,1999,49.92,200,25, ,5,9-12,44131-95
2020,1,31,신방동,신방푸르지오,2009,84.9609,"17,500",0, ,12,1911,44131-837
2020,1,9,신부동,신부 디 이스트,2018,84.97,"27,000",0, ,4,986,44131-980
2020,1,6,신방동,초원그린타운,1998,39.27,"5,800",0, ,8,920,44131-81
2020,1,16,청당동,산운마을,2009,39.63,"1,858",12, ,4,604,44131-846
2020,1,30,청당동,산운마을,2009,33.24,"1,363",10, ,2,604,44131-846
2020,1,30,신방동,초원그린타운,1998,39.27,"5,800",0, ,12,920,44131-81
2020,1,16,청당동,산운마을,2009,39.63,"1,858",12, ,12,604,44131-846
2020,1,6,신방동,초원그린타운,1998,39.27,"5,000",0, ,14,920,44131-81
2020,1,4,목천읍 신계리,천안목천협성엠파이어,2013,39.82,"4,000",0, ,11,127-2,44131-891
2020,1,11,구성동,향목그라비스,2005,59.9408,"12,500",0, ,5,300-6,44131-85
2020,1,30,원성동,극동,1995,33.93,"7,000",0, ,7,559-15,44131-9
2020,1,12,북면 상동리,중앙,1998,55.94,"1,200",25, ,4,91-6,44131-79
2020,1,11,신방동,성지새말2,1997,59.97,"12,500",0, ,7,874,44131-44
2020,1,28,청당동,산운마을,2009,33.24,"1,363",10, ,6,604,44131-846
2020,1,16,청당동,산운마을,2009,39.63,"1,858",12, ,13,604,44131-846
2020,1,15,다가동,일봉공원한화꿈에그린,2006,84.96,"14,000",0, ,2,444-3,44131-790
2020,1,29,목천읍 신계리,목천이수프라임,2000,55.1,500,35, ,9,134-3,44131-92
2020,1,23,용곡동,용곡1차세광엔리치타워,2005,103.0976,"19,000",0, ,14,571,44131-779
2020,1,13,신부동,신부 디 이스트,2018,59.93,"2,000",66, ,26,986,44131-980
2020,1,17,봉명동,봉명청솔(3차),2001,56.34,"9,500",0, ,9,494,44131-87
2020,1,29,구성동,신성천안미소지움,2006,84.488,"2,000",65, ,13,259,44131-791
2020,1,28,신방동,초원그린타운,1998,39.27,"5,600",0, ,11,920,44131-81
2020,1,28,청당동,청당마을신도브래뉴,2006,84.57,"13,000",0, ,2,436,44131-805
2020,1,28,목천읍 신계리,천안목천동우1차,1997,39.95,200,18, ,4,422,44131-76
2020,1,28,신부동,한화,1997,23.81,"4,000",0, ,4,495-8,44131-72
2020,1,18,목천읍 신계리,목천이수프라임,2000,39.68,"4,000",0,신규,5,134-3,44131-92
2020,1,16,청당동,산운마을,2009,33.24,"1,363",10, ,11,604,44131-846
2020,1,17,청당동,산운마을,2009,39.63,"1,858",12, ,9,604,44131-846
2020,1,17,청당동,산운마을,2009,33.24,"1,363",10, ,13,604,44131-846
2020,1,28,목천읍 신계리,목천신도브래뉴1차,2004,84.98,"11,000",0, ,3,103-4,44131-83
2020,1,17,신부동,신부 디 이스트,2018,74.95,"24,000",0, ,16,986,44131-980
2020,1,28,구성동,신성천안미소지움,2006,84.499,"16,000",0, ,14,259,44131-791
2020,1,8,신부동,스카이타워,2014,19.065,"2,500",25, ,9,451-8,44131-898
2020,1,18,신방동,초원그린타운,1998,39.27,300,30, ,5,920,44131-81
2020,1,23,청수동,극동1차,1992,127.22,"16,000",0, ,15,209,44131-54
2020,1,23,목천읍 신계리,천안목천동우1차,1997,39.95,"2,300",0, ,14,422,44131-76
2020,1,6,봉명동,봉서산아이파크,2018,59.9479,"20,000",0, ,3,513,44131-988
2020,1,4,신방동,신방한라비발디,2009,84.9928,"18,000",0, ,2,1893,44131-842
2020,1,17,청당동,산운마을,2009,39.63,"1,858",12, ,3,604,44131-846
2020,1,14,신방동,삼일원앙,1997,30.82,"4,000",0, ,5,902,44131-42
2020,1,17,봉명동,봉명청솔(3차),2001,56.34,"9,500",0, ,4,494,44131-87
2020,1,13,청당동,행정타운두산위브더파크,2018,84.994,"2,000",60, ,4,980,44131-979
2020,1,20,목천읍 신계리,목천신도브래뉴2차,2005,59.86,"11,000",0, ,4,166-36,44131-785
2020,1,14,청당동,산운마을부영사랑으로,2011,84.9877,"18,500",0, ,5,609,44131-857
2020,1,21,영성동,영성펜타폴리스25,2017,59.6958,"18,000",0, ,17,67-2,44131-968
2020,1,15,신방동,성지새말1,1997,59.97,"1,500",50, ,18,873,44131-43
2020,1,16,청당동,산운마을,2009,46.66,"2,849",14, ,3,604,44131-846
2020,1,11,신부동,스카이타워,2014,19.355,"2,400",20, ,16,451-8,44131-898
2020,1,17,청당동,산운마을,2009,46.66,"2,849",14, ,10,604,44131-846
2020,1,16,청당동,산운마을,2009,33.24,"1,363",10, ,12,604,44131-846
2020,1,22,청당동,산운마을,2009,39.58,"1,858",12, ,1,604,44131-846
2020,1,22,영성동,영성펜타폴리스25,2017,59.678,"8,971",0, ,9,67-2,44131-968
2020,1,11,원성동,극동,1995,33.93,"1,000",30, ,2,559-15,44131-9
2020,1,17,용곡동,용곡마을세광2차엔리치타워,2007,84.962,"16,000",0, ,6,583,44131-815
2020,1,21,청당동,버들마을,2009,33.24,"1,363",10, ,5,472,44131-844
2020,1,21,영성동,영성펜타폴리스25,2017,59.6958,"8,971",0, ,20,67-2,44131-968
2020,1,11,청당동,청당마을신도브래뉴,2006,84.773,"1,000",65, ,4,436,44131-805
2020,1,4,신부동,우방유쉘,2007,84.911,"17,000",0, ,3,900,44131-816
2020,1,22,청당동,산운마을,2009,39.63,"1,858",12, ,11,604,44131-846
2020,1,18,청당동,한양수자인,2011,84.9344,"2,400",0, ,22,458,44131-854
2020,1,8,신방동,초원그린타운,1998,39.27,"5,800",0, ,7,920,44131-81
2020,1,21,영성동,영성펜타폴리스25,2017,59.3837,"8,971",0, ,7,67-2,44131-968
2020,1,17,청당동,산운마을,2009,39.63,"1,858",12, ,8,604,44131-846
2020,1,11,청수동,현대,1996,59.97,500,50, ,17,219-4,44131-57
2020,1,20,용곡동,용곡동일하이빌하이씨티4단지,2015,84.9495,"19,000",0, ,3,609,44131-926
2020,1,19,용곡동,용곡한라비발디,2010,116.5367,"25,000",0, ,20,596,44131-851
2020,1,18,신부동,신부 디 이스트,2018,74.88,"25,000",0, ,5,986,44131-980
2020,1,11,목천읍 삼성리,원앙마을부영1차,1999,59.76,500,40, ,7,9-12,44131-95
2020,1,21,다가동,일봉산해피트리,2017,84.9553,"20,000",0, ,3,578,44131-970
2020,1,21,봉명동,봉서산아이파크,2018,84.9525,"23,000",0, ,3,513,44131-988
2020,1,7,신방동,천안신방행복주택,2018,36.25,"4,472",6, ,11,1892,44131-986
2020,1,11,봉명동,봉서산아이파크,2018,59.9479,"20,000",0, ,7,513,44131-988
2020,1,21,청당동,버들마을,2009,33.24,"1,363",10, ,4,472,44131-844
2020,1,16,청당동,산운마을,2009,46.66,"2,849",14, ,8,604,44131-846
2020,1,21,청당동,버들마을,2009,51.93,"3,345",19, ,6,472,44131-844
2020,1,16,청당동,산운마을,2009,39.58,"2,044",14, ,13,604,44131-846
2020,1,17,봉명동,봉명청솔(3차),2001,56.34,"10,000",0, ,6,494,44131-87
2020,1,20,용곡동,용곡한라비발디,2010,84.9717,"22,000",0, ,17,596,44131-851
2020,1,16,청당동,산운마을,2009,39.63,"1,858",12, ,1,604,44131-846
2020,1,18,신부동,경남아너스빌,2000,115.602,"17,500",0, ,1,85,44131-68
2020,1,18,다가동,일봉산해피트리,2017,84.9458,"20,000",0, ,13,578,44131-970
2020,1,20,영성동,영성펜타폴리스25,2017,59.3837,"8,971",0, ,10,67-2,44131-968
2020,1,18,용곡동,용곡마을세광2차엔리치타워,2007,84.962,"16,000",0, ,11,583,44131-815
2020,1,10,다가동,일봉산해피트리,2017,84.9458,"2,000",70, ,4,578,44131-970
2020,1,19,신부동,신부 디 이스트,2018,74.95,"24,500",0, ,17,986,44131-980
2020,1,17,청당동,산운마을,2009,46.66,"2,849",14, ,10,604,44131-846
2020,1,20,청당동,산운마을,2009,39.63,"1,858",12, ,10,604,44131-846
2020,1,18,청당동,산운마을,2009,39.58,"1,858",12, ,6,604,44131-846
2020,1,17,목천읍 삼성리,원앙마을부영2차,1999,49.92,"5,500",0, ,7,9-6,44131-94
2020,1,16,청당동,한양수자인,2011,84.971,"4,000",55, ,8,458,44131-854
2020,1,8,청당동,산운마을,2009,33.24,"1,363",10, ,9,604,44131-846
2020,1,13,신부동,방죽안휴먼시아,2009,84.77,"25,000",0,신규,6,970,44131-843
2020,1,17,다가동,일봉산해피트리,2017,84.9553,"20,000",0, ,8,578,44131-970
2020,1,6,북면 상동리,중앙,1998,55.94,"5,000",0, ,7,91-6,44131-79
2020,1,16,청당동,산운마을,2009,39.58,"1,858",12, ,15,604,44131-846
2020,1,17,신방동,성지새말2,1997,59.97,"10,000",0, ,8,874,44131-44
2020,1,10,다가동,일봉산해피트리,2017,84.9458,"18,000",0, ,8,578,44131-970
2020,1,14,청수동,극동2차,1992,84.81,"12,000",0, ,5,183,44131-55
2020,1,17,청당동,산운마을,2009,39.58,"1,858",12, ,12,604,44131-846
2020,1,17,청당동,산운마을,2009,46.66,"2,849",14, ,4,604,44131-846
2020,1,11,봉명동,봉명청솔(3차),2001,56.34,"9,000",0, ,5,494,44131-87
2020,1,16,청당동,산운마을,2009,46.66,"2,849",14, ,9,604,44131-846
2020,1,10,청당동,산운마을,2009,33.24,"1,363",10, ,9,604,44131-846
2020,1,16,청당동,산운마을,2009,39.63,"1,858",12, ,9,604,44131-846
2020,1,16,청당동,산운마을,2009,39.63,"1,858",12, ,4,604,44131-846
2020,1,16,청당동,산운마을,2009,33.24,"1,663",8, ,3,604,44131-846
2020,1,16,청당동,산운마을,2009,46.66,"3,989",20, ,12,604,44131-846
2020,1,16,청당동,한양수자인,2011,84.971,"23,000",0, ,10,458,44131-854
2020,1,14,신부동,스카이타워,2014,21.08,"2,000",32, ,10,451-8,44131-898
2020,1,10,청당동,산운마을,2009,46.66,"2,849",14, ,7,604,44131-846
2020,1,16,청당동,산운마을,2009,46.66,"2,849",14, ,9,604,44131-846
2020,1,16,청당동,산운마을,2009,39.58,"1,858",12, ,3,604,44131-846
2020,1,16,청당동,산운마을,2009,33.24,"1,363",10, ,13,604,44131-846
2020,1,10,청당동,산운마을,2009,51.93,"3,345",19, ,11,604,44131-846
2020,1,16,청당동,산운마을,2009,39.63,"1,858",12, ,2,604,44131-846
